Date,Ticker,TimeBarStart,FirstTradePrice,HighTradePrice,LowTradePrice,LastTradePrice,VolumeWeightPrice,Volume,TotalTrades
20200102,ANGL,09:30,29.96,29.96,29.96,29.96,29.96,14586,1
20200102,ANGL,09:32,29.86,29.86,29.86,29.86,29.86,1300,4
20200102,ANGL,09:33,29.86,29.86,29.86,29.86,29.86,1500,4
20200102,ANGL,09:34,29.86,29.88,29.86,29.88,29.86084,2388,7
20200102,ANGL,09:35,29.89,29.91,29.89,29.91,29.898,500,5
20200102,ANGL,09:37,29.92,29.92,29.92,29.92,29.92,200,2
20200102,ANGL,09:40,29.92,29.92,29.92,29.92,29.92,100,1
20200102,ANGL,09:43,29.91,29.91,29.91,29.91,29.91,100,1
20200102,ANGL,09:44,29.91,29.91,29.91,29.91,29.91,567,3
20200102,ANGL,09:45,29.9050,29.9050,29.9050,29.9050,29.905,200,2
20200102,ANGL,09:46,29.90,29.90,29.89,29.90,29.89825,570,5
20200102,ANGL,09:47,29.88,29.88,29.88,29.88,29.88,200,1
20200102,ANGL,09:53,29.90,29.9050,29.90,29.9050,29.90125,400,3
20200102,ANGL,09:54,29.90,29.90,29.87,29.87,29.88628,3224,11
20200102,ANGL,09:56,29.86,29.86,29.86,29.86,29.86,400,4
20200102,ANGL,09:57,29.87,29.8850,29.86,29.86,29.86812,800,6
20200102,ANGL,09:58,29.87,29.87,29.86,29.86,29.862,500,4
20200102,ANGL,09:59,29.86,29.86,29.86,29.86,29.86,900,9
20200102,ANGL,10:00,29.8650,29.8650,29.84,29.84,29.84574,2933,26
20200102,ANGL,10:01,29.84,29.84,29.83,29.83,29.83857,700,5
20200102,ANGL,10:02,29.84,29.84,29.83,29.83,29.83222,900,8
20200102,ANGL,10:03,29.84,29.8450,29.84,29.8450,29.84182,1100,8
20200102,ANGL,10:04,29.84,29.84,29.84,29.84,29.84,900,9
20200102,ANGL,10:05,29.83,29.84,29.83,29.83,29.832,1000,9
20200102,ANGL,10:06,29.8350,29.8350,29.83,29.83,29.83158,1900,19
20200102,ANGL,10:07,29.8350,29.8350,29.8350,29.8350,29.835,400,1
20200102,ANGL,10:08,29.83,29.83,29.83,29.83,29.83,500,5
20200102,ANGL,10:09,29.8350,29.84,29.83,29.84,29.83813,2400,19
20200102,ANGL,10:10,29.8450,29.85,29.8450,29.8450,29.84717,884,3
20200102,ANGL,10:11,29.84,29.84,29.83,29.83,29.83552,2900,22
20200102,ANGL,10:13,29.83,29.83,29.82,29.8250,29.823,2500,13
20200102,ANGL,10:14,29.8250,29.8250,29.8250,29.8250,29.825,400,1
20200102,ANGL,10:16,29.8250,29.8250,29.81,29.82,29.81786,700,6
20200102,ANGL,10:18,29.8150,29.8150,29.8150,29.8150,29.815,2600,8
20200102,ANGL,10:19,29.8150,29.8150,29.8150,29.8150,29.815,1200,4
20200102,ANGL,10:20,29.8150,29.8150,29.8150,29.8150,29.815,400,1
20200102,ANGL,10:21,29.8150,29.8150,29.8150,29.8150,29.815,1200,2
20200102,ANGL,10:23,29.81,29.81,29.81,29.81,29.81,100,1
20200102,ANGL,10:24,29.8150,29.8150,29.8150,29.8150,29.815,400,1
20200102,ANGL,10:26,29.8150,29.8150,29.8150,29.8150,29.815,1600,5
20200102,ANGL,10:27,29.8150,29.8150,29.8150,29.8150,29.815,1400,6
20200102,ANGL,10:28,29.8150,29.8190,29.8150,29.8190,29.8174,1000,5
20200102,ANGL,10:29,29.8150,29.8150,29.8150,29.8150,29.815,2300,9
20200102,ANGL,10:30,29.8250,29.8250,29.82,29.82,29.822,1000,9
20200102,ANGL,10:32,29.8250,29.8250,29.81,29.82,29.81244,3900,28
20200102,ANGL,10:33,29.82,29.82,29.82,29.82,29.82,4643,9
20200102,ANGL,10:34,29.83,29.83,29.81,29.81,29.81916,2976,25
20200102,ANGL,10:35,29.8150,29.84,29.81,29.83,29.828,8300,34
20200102,ANGL,10:36,29.84,29.84,29.84,29.84,29.84,100,1
20200102,ANGL,10:38,29.83,29.83,29.82,29.82,29.824,500,5
20200102,ANGL,10:43,29.84,29.8450,29.83,29.84,29.83167,2100,16
20200102,ANGL,10:44,29.8350,29.8350,29.8350,29.8350,29.835,1200,3
20200102,ANGL,10:45,29.84,29.84,29.83,29.83,29.835,200,2
20200102,ANGL,10:47,29.85,29.89,29.85,29.87,29.86453,15765,45
20200102,ANGL,10:52,29.8550,29.8550,29.8550,29.8550,29.855,700,2
20200102,ANGL,10:53,29.8550,29.8550,29.8550,29.8550,29.855,600,2
20200102,ANGL,10:54,29.8550,29.8550,29.85,29.8550,29.85076,8600,32
20200102,ANGL,10:55,29.8550,29.8550,29.8550,29.8550,29.855,400,1
20200102,ANGL,10:56,29.8550,29.8550,29.8550,29.8550,29.855,500,5
20200102,ANGL,10:57,29.8550,29.8550,29.8550,29.8550,29.855,400,3
20200102,ANGL,10:58,29.8550,29.8550,29.8550,29.8550,29.855,900,9
20200102,ANGL,11:00,29.8550,29.8590,29.8550,29.8550,29.85591,1296,12
20200102,ANGL,11:01,29.8550,29.8550,29.8550,29.8550,29.855,100,1
20200102,ANGL,11:02,29.8550,29.87,29.8550,29.87,29.86,900,6
20200102,ANGL,11:04,29.88,29.88,29.88,29.88,29.88,100,1
20200102,ANGL,11:09,29.88,29.8850,29.88,29.8850,29.88339,1550,8
20200102,ANGL,11:10,29.87,29.88,29.86,29.86,29.87161,3188,21
20200102,ANGL,11:11,29.8650,29.87,29.8650,29.87,29.8675,800,2
20200102,ANGL,11:12,29.8650,29.8650,29.8650,29.8650,29.865,300,2
20200102,ANGL,11:15,29.8650,29.8650,29.82,29.83,29.84257,32700,94
20200102,ANGL,11:19,29.83,29.8350,29.81,29.83,29.82669,2966,13
20200102,ANGL,11:21,29.83,29.83,29.83,29.83,29.83,900,6
20200102,ANGL,11:23,29.83,29.83,29.81,29.83,29.82598,5391,20
20200102,ANGL,11:26,29.83,29.84,29.82,29.84,29.82972,3488,17
20200102,ANGL,11:27,29.84,29.84,29.84,29.84,29.84,100,1
20200102,ANGL,11:28,29.8310,29.84,29.83,29.84,29.83137,1600,4
20200102,ANGL,11:31,29.8450,29.8450,29.8450,29.8450,29.845,1700,8
20200102,ANGL,11:35,29.84,29.84,29.83,29.83,29.835,400,4
20200102,ANGL,11:37,29.82,29.83,29.82,29.82,29.82243,2879,16
20200102,ANGL,11:39,29.83,29.83,29.83,29.83,29.83,109,1
20200102,ANGL,11:40,29.8350,29.84,29.8350,29.84,29.83516,3050,18
20200102,ANGL,11:41,29.8350,29.8350,29.8350,29.8350,29.835,200,2
20200102,ANGL,11:49,29.8350,29.8350,29.8350,29.8350,29.835,200,1
20200102,ANGL,11:50,29.8350,29.8350,29.83,29.83,29.8325,600,5
20200102,ANGL,11:52,29.85,29.85,29.84,29.84,29.845,500,5
20200102,ANGL,11:53,29.84,29.8450,29.84,29.8450,29.8425,200,2
20200102,ANGL,11:54,29.83,29.84,29.82,29.84,29.83432,4824,24
20200102,ANGL,12:00,29.8450,29.8450,29.82,29.82,29.8365,3568,17
20200102,ANGL,12:05,29.8450,29.8450,29.8450,29.8450,29.845,100,1
20200102,ANGL,12:06,29.84,29.84,29.82,29.83,29.8297,3300,17
20200102,ANGL,12:07,29.84,29.84,29.8350,29.8350,29.83722,900,3
20200102,ANGL,12:15,29.8350,29.8350,29.8350,29.8350,29.835,2500,12
20200102,ANGL,12:20,29.8350,29.8350,29.8350,29.8350,29.835,174,1
20200102,ANGL,12:22,29.8350,29.8350,29.8350,29.8350,29.835,400,4
20200102,ANGL,12:23,29.8350,29.8350,29.8350,29.8350,29.835,400,4
20200102,ANGL,12:24,29.83,29.83,29.82,29.83,29.8281,5259,19
20200102,ANGL,12:26,29.84,29.84,29.84,29.84,29.84,100,1
20200102,ANGL,12:27,29.83,29.84,29.82,29.82,29.82778,2701,19
20200102,ANGL,12:29,29.82,29.82,29.82,29.82,29.82,200,2
20200102,ANGL,12:30,29.83,29.83,29.81,29.82,29.81939,3260,14
20200102,ANGL,12:31,29.8250,29.88,29.8250,29.86,29.846,15390,62
20200102,ANGL,12:32,29.86,29.86,29.86,29.86,29.86,100,1
20200102,ANGL,12:40,29.8550,29.8550,29.8550,29.8550,29.855,400,1
20200102,ANGL,12:42,29.8550,29.8550,29.85,29.85,29.8545,1000,10
20200102,ANGL,12:43,29.8550,29.8550,29.82,29.85,29.83679,3900,29
20200102,ANGL,12:47,29.84,29.84,29.84,29.84,29.84,100,1
20200102,ANGL,12:52,29.84,29.85,29.84,29.85,29.84048,2100,16
20200102,ANGL,13:00,29.8550,29.8550,29.8550,29.8550,29.855,500,5
20200102,ANGL,13:01,29.85,29.85,29.83,29.84,29.84083,2400,16
20200102,ANGL,13:04,29.84,29.84,29.84,29.84,29.84,400,4
20200102,ANGL,13:06,29.8450,29.8450,29.84,29.84,29.84125,400,4
20200102,ANGL,13:07,29.8450,29.8450,29.8450,29.8450,29.845,400,1
20200102,ANGL,13:08,29.8450,29.8450,29.84,29.84,29.84125,400,4
20200102,ANGL,13:10,29.8450,29.8450,29.84,29.84,29.84125,400,4
20200102,ANGL,13:13,29.8450,29.8450,29.84,29.8450,29.84417,600,4
20200102,ANGL,13:15,29.8450,29.8450,29.8450,29.8450,29.845,100,1
20200102,ANGL,13:18,29.8450,29.8450,29.84,29.84,29.8425,200,2
20200102,ANGL,13:20,29.8450,29.8450,29.8450,29.8450,29.845,100,1
20200102,ANGL,13:21,29.8450,29.86,29.8450,29.86,29.84634,2233,10
20200102,ANGL,13:23,29.8650,29.8650,29.8650,29.8650,29.865,100,1
20200102,ANGL,13:26,29.8650,29.8650,29.85,29.8550,29.85487,1900,10
20200102,ANGL,13:27,29.86,29.86,29.86,29.86,29.86,200,1
20200102,ANGL,13:29,29.8550,29.8550,29.8550,29.8550,29.855,200,2
20200102,ANGL,13:30,29.8550,29.8550,29.8550,29.8550,29.855,300,3
20200102,ANGL,13:31,29.8550,29.8550,29.8550,29.8550,29.855,1900,10
20200102,ANGL,13:34,29.8550,29.8550,29.8550,29.8550,29.855,100,1
20200102,ANGL,13:35,29.85,29.85,29.85,29.85,29.85,1000,1
20200102,ANGL,13:36,29.85,29.8550,29.85,29.8550,29.85045,1100,3
20200102,ANGL,13:37,29.8550,29.8550,29.8550,29.8550,29.855,105,1
20200102,ANGL,13:38,29.85,29.85,29.85,29.85,29.85,600,6
20200102,ANGL,13:39,29.8550,29.8550,29.85,29.85,29.851,1000,3
20200102,ANGL,13:40,29.85,29.8550,29.85,29.8550,29.85132,1900,13
20200102,ANGL,13:42,29.8550,29.8550,29.85,29.85,29.8525,200,2
20200102,ANGL,13:43,29.85,29.85,29.85,29.85,29.85,1150,6
20200102,ANGL,13:44,29.85,29.85,29.85,29.85,29.85,1375,9
20200102,ANGL,13:45,29.87,29.87,29.87,29.87,29.87,100,1
20200102,ANGL,13:46,29.84,29.84,29.83,29.84,29.838,500,4
20200102,ANGL,13:47,29.85,29.85,29.85,29.85,29.85,100,1
20200102,ANGL,13:48,29.85,29.85,29.85,29.85,29.85,300,3
20200102,ANGL,13:49,29.85,29.85,29.85,29.85,29.85,300,3
20200102,ANGL,13:51,29.85,29.85,29.85,29.85,29.85,100,1
20200102,ANGL,13:52,29.86,29.86,29.86,29.86,29.86,100,1
20200102,ANGL,13:53,29.85,29.85,29.85,29.85,29.85,100,1
20200102,ANGL,13:54,29.85,29.85,29.85,29.85,29.85,200,2
20200102,ANGL,13:55,29.85,29.85,29.85,29.85,29.85,100,1
20200102,ANGL,13:56,29.85,29.85,29.85,29.85,29.85,200,2
20200102,ANGL,13:57,29.85,29.85,29.85,29.85,29.85,300,3
20200102,ANGL,13:58,29.85,29.85,29.84,29.84,29.8425,400,4
20200102,ANGL,13:59,29.84,29.85,29.84,29.85,29.8425,400,4
20200102,ANGL,14:00,29.86,29.86,29.86,29.86,29.86,100,1
20200102,ANGL,14:02,29.86,29.86,29.86,29.86,29.86,100,1
20200102,ANGL,14:03,29.87,29.87,29.87,29.87,29.87,300,3
20200102,ANGL,14:06,29.87,29.88,29.87,29.88,29.87469,1600,15
20200102,ANGL,14:22,29.88,29.88,29.88,29.88,29.88,100,1
20200102,ANGL,14:47,29.88,29.88,29.88,29.88,29.88,100,1
20200102,ANGL,15:17,29.8750,29.8750,29.87,29.8750,29.87344,1600,4
20200102,ANGL,15:21,29.88,29.88,29.88,29.88,29.88,200,2
20200102,ANGL,15:32,29.89,29.89,29.89,29.89,29.89,100,1
20200102,ANGL,15:44,29.89,29.89,29.89,29.89,29.89,1000,6
20200102,ANGL,15:45,29.89,29.89,29.89,29.89,29.89,100,1
20200102,ANGL,15:52,29.89,29.89,29.89,29.89,29.89,100,1
20200102,ANGL,15:54,29.89,29.89,29.89,29.89,29.89,100,1
20200102,ANGL,15:55,29.89,29.89,29.89,29.89,29.89,800,1
20200102,ANGL,15:58,29.89,29.90,29.89,29.90,29.89714,700,6
20200102,ANGL,15:59,29.91,29.92,29.91,29.92,29.9173,1471,6
20200102,ANGL,16:00,29.91,29.91,29.91,29.91,29.91,787,1
