Date,Ticker,TimeBarStart,FirstTradePrice,HighTradePrice,LowTradePrice,LastTradePrice,VolumeWeightPrice,Volume,TotalTrades
20200102,ADX,09:30,15.87,15.87,15.87,15.87,15.87,14111,1
20200102,ADX,09:32,15.83,15.83,15.83,15.83,15.83,230,1
20200102,ADX,09:33,15.86,15.86,15.86,15.86,15.86,100,1
20200102,ADX,09:36,15.88,15.90,15.88,15.90,15.88841,345,3
20200102,ADX,09:37,15.90,15.91,15.90,15.91,15.90667,300,3
20200102,ADX,09:45,15.91,15.91,15.91,15.91,15.91,100,1
20200102,ADX,09:46,15.89,15.89,15.89,15.89,15.89,100,1
20200102,ADX,09:47,15.91,15.91,15.91,15.91,15.91,100,1
20200102,ADX,09:49,15.89,15.89,15.89,15.89,15.89,1191,7
20200102,ADX,09:52,15.87,15.87,15.87,15.87,15.87,100,1
20200102,ADX,09:53,15.87,15.87,15.86,15.86,15.86364,275,2
20200102,ADX,09:54,15.86,15.86,15.86,15.86,15.86,100,1
20200102,ADX,10:04,15.87,15.87,15.87,15.87,15.87,425,3
20200102,ADX,10:11,15.87,15.87,15.87,15.87,15.87,1100,2
20200102,ADX,10:13,15.8750,15.8750,15.8750,15.8750,15.875,200,2
20200102,ADX,10:14,15.87,15.87,15.87,15.87,15.87,727,4
20200102,ADX,10:17,15.85,15.85,15.85,15.85,15.85,595,2
20200102,ADX,10:20,15.86,15.87,15.86,15.87,15.862,1000,7
20200102,ADX,10:22,15.86,15.86,15.86,15.86,15.86,100,1
20200102,ADX,10:24,15.8650,15.8650,15.8650,15.8650,15.865,300,3
20200102,ADX,10:41,15.88,15.88,15.88,15.88,15.88,100,1
20200102,ADX,10:42,15.87,15.87,15.87,15.87,15.87,238,2
20200102,ADX,10:43,15.87,15.87,15.87,15.87,15.87,700,5
20200102,ADX,10:47,15.87,15.87,15.87,15.87,15.87,800,2
20200102,ADX,10:48,15.86,15.86,15.85,15.85,15.855,1100,6
20200102,ADX,10:49,15.8550,15.8550,15.85,15.85,15.85333,300,3
20200102,ADX,10:50,15.85,15.85,15.84,15.84,15.84214,2800,6
20200102,ADX,10:51,15.84,15.84,15.84,15.84,15.84,2400,2
20200102,ADX,10:52,15.8450,15.8450,15.83,15.83,15.83955,3300,15
20200102,ADX,10:54,15.8350,15.84,15.8350,15.84,15.839,500,2
20200102,ADX,10:58,15.84,15.85,15.84,15.85,15.8415,4141,11
20200102,ADX,10:59,15.85,15.85,15.85,15.85,15.85,500,4
20200102,ADX,11:03,15.85,15.85,15.85,15.85,15.85,200,2
20200102,ADX,11:05,15.84,15.84,15.84,15.84,15.84,200,2
20200102,ADX,11:06,15.84,15.84,15.84,15.84,15.84,690,3
20200102,ADX,11:07,15.84,15.84,15.84,15.84,15.84,100,1
20200102,ADX,11:08,15.8350,15.8350,15.8350,15.8350,15.835,1000,4
20200102,ADX,11:11,15.8350,15.8350,15.8350,15.8350,15.835,900,4
20200102,ADX,11:13,15.8350,15.8350,15.83,15.8350,15.83468,1546,10
20200102,ADX,11:14,15.8350,15.8350,15.81,15.8150,15.82584,6848,34
20200102,ADX,11:18,15.82,15.82,15.82,15.82,15.82,400,2
20200102,ADX,11:19,15.82,15.82,15.82,15.82,15.82,599,1
20200102,ADX,11:24,15.82,15.82,15.82,15.82,15.82,300,2
20200102,ADX,11:31,15.82,15.82,15.82,15.82,15.82,330,2
20200102,ADX,11:34,15.81,15.81,15.81,15.81,15.81,100,1
20200102,ADX,11:41,15.8150,15.8150,15.81,15.81,15.81143,700,3
20200102,ADX,11:44,15.81,15.81,15.81,15.81,15.81,107,1
20200102,ADX,11:54,15.82,15.8290,15.82,15.82,15.82164,1100,6
20200102,ADX,11:56,15.8250,15.83,15.8250,15.83,15.82813,800,7
20200102,ADX,11:57,15.8250,15.8250,15.8250,15.8250,15.825,100,1
20200102,ADX,11:58,15.8250,15.8250,15.8250,15.8250,15.825,100,1
20200102,ADX,12:03,15.82,15.82,15.82,15.82,15.82,275,1
20200102,ADX,12:10,15.83,15.84,15.83,15.83,15.83062,1604,8
20200102,ADX,12:16,15.83,15.83,15.83,15.83,15.83,2036,6
20200102,ADX,12:23,15.83,15.83,15.83,15.83,15.83,100,1
20200102,ADX,12:26,15.8250,15.8250,15.8250,15.8250,15.825,300,2
20200102,ADX,12:27,15.83,15.83,15.82,15.82,15.82452,4027,15
20200102,ADX,12:28,15.82,15.82,15.82,15.82,15.82,3500,12
20200102,ADX,12:33,15.81,15.81,15.81,15.81,15.81,753,4
20200102,ADX,12:35,15.81,15.81,15.76,15.79,15.80337,5628,15
20200102,ADX,12:36,15.80,15.80,15.80,15.80,15.80,100,1
20200102,ADX,12:37,15.80,15.82,15.80,15.82,15.80829,1327,10
20200102,ADX,12:38,15.82,15.82,15.82,15.82,15.82,100,1
