Date,Ticker,TimeBarStart,FirstTradePrice,HighTradePrice,LowTradePrice,LastTradePrice,VolumeWeightPrice,Volume,TotalTrades
20200102,APTS,07:01,13.32,13.32,13.32,13.32,13.32,500,1
20200102,APTS,09:30,13.40,13.40,13.40,13.40,13.40,3384,1
20200102,APTS,09:35,13.39,13.39,13.39,13.39,13.39,100,1
20200102,APTS,09:36,13.36,13.36,13.36,13.36,13.36,200,2
20200102,APTS,09:40,13.36,13.36,13.36,13.36,13.36,600,4
20200102,APTS,09:41,13.34,13.34,13.33,13.33,13.3325,400,4
20200102,APTS,09:48,13.31,13.31,13.30,13.30,13.30494,771,3
20200102,APTS,09:50,13.27,13.27,13.25,13.26,13.2602,1509,9
20200102,APTS,09:51,13.23,13.23,13.22,13.22,13.225,200,2
20200102,APTS,09:54,13.22,13.22,13.21,13.21,13.21833,1800,11
20200102,APTS,09:57,13.18,13.18,13.18,13.18,13.18,100,1
20200102,APTS,09:59,13.22,13.22,13.22,13.22,13.22,1100,10
20200102,APTS,10:00,13.23,13.23,13.23,13.23,13.23,142,1
20200102,APTS,10:01,13.24,13.24,13.24,13.24,13.24,300,1
20200102,APTS,10:08,13.1850,13.1850,13.1850,13.1850,13.185,400,4
20200102,APTS,10:09,13.19,13.22,13.19,13.22,13.20297,674,6
20200102,APTS,10:10,13.21,13.21,13.21,13.21,13.21,243,1
20200102,APTS,10:11,13.21,13.22,13.21,13.22,13.215,200,2
20200102,APTS,10:12,13.22,13.22,13.22,13.22,13.22,200,2
20200102,APTS,10:13,13.23,13.2450,13.22,13.22,13.23222,1800,13
20200102,APTS,10:20,13.21,13.22,13.21,13.22,13.21462,1300,8
20200102,APTS,10:21,13.24,13.2450,13.24,13.24,13.24286,700,7
20200102,APTS,10:22,13.23,13.23,13.23,13.23,13.23,200,2
20200102,APTS,10:24,13.22,13.23,13.22,13.23,13.22412,243,2
20200102,APTS,10:27,13.22,13.22,13.22,13.22,13.22,338,2
20200102,APTS,10:28,13.21,13.21,13.20,13.20,13.2027,371,3
20200102,APTS,10:29,13.19,13.19,13.19,13.19,13.19,100,1
20200102,APTS,10:34,13.19,13.20,13.19,13.20,13.19276,992,5
20200102,APTS,10:35,13.20,13.20,13.20,13.20,13.20,200,2
20200102,APTS,10:40,13.18,13.18,13.18,13.18,13.18,728,3
20200102,APTS,10:42,13.20,13.20,13.20,13.20,13.20,500,4
20200102,APTS,10:44,13.19,13.19,13.19,13.19,13.19,766,5
20200102,APTS,10:45,13.18,13.18,13.18,13.18,13.18,600,1
20200102,APTS,10:48,13.16,13.18,13.16,13.16,13.16955,628,6
20200102,APTS,10:49,13.18,13.18,13.18,13.18,13.18,220,2
20200102,APTS,10:52,13.18,13.18,13.16,13.16,13.16705,1754,10
20200102,APTS,10:54,13.17,13.17,13.13,13.13,13.15012,2257,11
20200102,APTS,10:55,13.16,13.16,13.16,13.16,13.16,700,6
20200102,APTS,10:56,13.15,13.15,13.12,13.1210,13.13589,1900,12
20200102,APTS,10:57,13.12,13.12,13.10,13.10,13.10678,643,6
20200102,APTS,10:59,13.12,13.12,13.11,13.11,13.115,600,6
20200102,APTS,11:06,13.09,13.09,13.09,13.09,13.09,800,5
20200102,APTS,11:07,13.08,13.08,13.05,13.05,13.0616,2500,6
20200102,APTS,11:08,13.06,13.07,13.06,13.07,13.06466,562,4
20200102,APTS,11:10,13.07,13.07,13.06,13.06,13.06517,773,6
20200102,APTS,11:11,13.07,13.07,13.06,13.06,13.065,200,2
20200102,APTS,11:12,13.07,13.09,13.07,13.08,13.07576,1191,7
20200102,APTS,11:17,13.06,13.06,13.06,13.06,13.06,200,2
20200102,APTS,11:18,13.06,13.06,13.06,13.06,13.06,200,2
20200102,APTS,11:21,13.06,13.06,13.06,13.06,13.06,100,1
20200102,APTS,11:25,13.06,13.06,13.04,13.04,13.05314,2199,9
20200102,APTS,11:27,13.04,13.04,13.03,13.03,13.03841,3093,16
20200102,APTS,11:28,13.04,13.04,13.04,13.04,13.04,501,3
20200102,APTS,11:34,13.04,13.04,13.03,13.03,13.035,200,2
20200102,APTS,11:35,13.0350,13.04,13.02,13.02,13.03802,6983,17
20200102,APTS,11:36,13.02,13.02,13.01,13.01,13.01779,1809,7
20200102,APTS,11:38,13.02,13.02,13.02,13.02,13.02,100,1
20200102,APTS,11:39,13.02,13.03,13.02,13.02,13.02235,426,4
20200102,APTS,11:41,13.02,13.02,13.01,13.01,13.01332,1511,10
20200102,APTS,11:43,13.01,13.01,12.99,12.99,13.00063,6363,21
20200102,APTS,11:48,12.98,12.98,12.98,12.98,12.98,300,1
20200102,APTS,11:49,12.98,12.98,12.98,12.98,12.98,200,2
20200102,APTS,11:53,12.97,12.97,12.97,12.97,12.97,800,3
20200102,APTS,11:58,12.96,12.96,12.95,12.95,12.95377,795,5
20200102,APTS,11:59,12.95,12.95,12.95,12.95,12.95,2995,6
20200102,APTS,12:00,12.94,12.95,12.9350,12.95,12.94075,2000,10
20200102,APTS,12:02,12.95,12.95,12.94,12.94,12.94947,1890,5
20200102,APTS,12:04,12.95,12.97,12.95,12.97,12.955,800,6
20200102,APTS,12:05,12.98,12.98,12.98,12.98,12.98,100,1
20200102,APTS,12:07,12.98,13.00,12.98,13.00,12.99,643,6
20200102,APTS,12:11,12.99,12.99,12.99,12.99,12.99,700,3
20200102,APTS,12:12,12.99,12.99,12.9850,12.9850,12.98941,2537,20
20200102,APTS,12:13,12.98,12.98,12.98,12.98,12.98,500,1
20200102,APTS,12:14,12.97,12.97,12.97,12.97,12.97,100,1
20200102,APTS,12:16,12.98,12.98,12.98,12.98,12.98,840,5
20200102,APTS,12:18,12.98,12.98,12.98,12.98,12.98,201,2
20200102,APTS,12:20,12.9850,12.9850,12.9850,12.9850,12.985,100,1
20200102,APTS,12:22,12.98,12.98,12.97,12.97,12.97667,600,5
20200102,APTS,12:23,12.97,12.9750,12.97,12.97,12.97083,600,6
20200102,APTS,12:28,12.97,12.97,12.97,12.97,12.97,800,2
20200102,APTS,12:29,12.96,12.96,12.96,12.96,12.96,100,1
20200102,APTS,12:32,12.97,12.97,12.97,12.97,12.97,600,3
20200102,APTS,12:35,12.97,12.97,12.97,12.97,12.97,700,4
20200102,APTS,12:38,12.97,12.9750,12.97,12.97,12.971,500,5
20200102,APTS,12:39,12.98,12.98,12.97,12.97,12.975,200,2
20200102,APTS,12:40,12.97,12.97,12.97,12.97,12.97,700,6
20200102,APTS,12:42,12.98,12.98,12.98,12.98,12.98,200,2
20200102,APTS,12:43,12.98,12.99,12.98,12.9850,12.98495,1110,5
20200102,APTS,12:44,12.98,12.98,12.97,12.97,12.97854,1366,3
20200102,APTS,12:45,12.97,12.97,12.97,12.97,12.97,300,1
20200102,APTS,12:46,12.97,12.97,12.97,12.97,12.97,500,3
20200102,APTS,12:49,12.97,12.97,12.96,12.96,12.968,500,4
20200102,APTS,12:50,12.97,12.98,12.97,12.98,12.97037,2691,5
20200102,APTS,12:52,12.9750,12.98,12.9750,12.98,12.97929,700,4
20200102,APTS,12:54,12.99,12.99,12.9850,12.99,12.98913,673,5
20200102,APTS,12:55,13.00,13.00,13.00,13.00,13.00,1600,5
20200102,APTS,12:57,13.02,13.02,13.02,13.02,13.02,100,1
20200102,APTS,12:58,13.02,13.02,13.00,13.00,13.01022,1533,12
20200102,APTS,13:00,12.9950,13.00,12.9950,13.00,12.9988,418,3
20200102,APTS,13:01,13.01,13.01,13.01,13.01,13.01,100,1
20200102,APTS,13:03,13.00,13.0050,13.00,13.00,13.00083,600,5
20200102,APTS,13:04,13.00,13.00,13.00,13.00,13.00,300,3
20200102,APTS,13:05,13.00,13.00,13.00,13.00,13.00,700,4
20200102,APTS,13:06,13.00,13.00,13.00,13.00,13.00,117,1
20200102,APTS,13:08,13.00,13.00,13.00,13.00,13.00,100,1
20200102,APTS,13:10,13.01,13.02,13.01,13.02,13.01078,1288,7
20200102,APTS,13:13,13.0150,13.0150,13.01,13.01,13.01156,960,8
20200102,APTS,13:15,13.0150,13.0150,13.0150,13.0150,13.015,115,1
20200102,APTS,13:16,13.02,13.02,13.02,13.02,13.02,300,2
20200102,APTS,13:17,13.02,13.03,13.02,13.03,13.02103,6197,15
20200102,APTS,13:18,13.03,13.03,13.02,13.02,13.02345,1158,10
20200102,APTS,13:19,13.02,13.02,13.01,13.02,13.01497,1913,19
20200102,APTS,13:20,13.02,13.02,13.02,13.02,13.02,400,4
20200102,APTS,13:22,13.02,13.02,13.02,13.02,13.02,100,1
20200102,APTS,13:23,13.0150,13.0350,13.01,13.0250,13.01975,6634,28
20200102,APTS,13:24,13.03,13.04,13.0250,13.04,13.03625,1600,9
20200102,APTS,13:27,13.03,13.03,13.03,13.03,13.03,121,1
20200102,APTS,13:30,13.03,13.03,13.03,13.03,13.03,200,1
20200102,APTS,13:31,13.02,13.02,13.02,13.02,13.02,100,1
20200102,APTS,13:38,13.02,13.02,13.02,13.02,13.02,331,3
20200102,APTS,13:39,13.02,13.02,13.02,13.02,13.02,232,2
20200102,APTS,13:40,13.02,13.02,13.02,13.02,13.02,500,4
20200102,APTS,13:46,13.02,13.02,13.02,13.02,13.02,1203,5
20200102,APTS,13:47,13.04,13.05,13.04,13.05,13.04078,1353,5
20200102,APTS,13:48,13.04,13.04,13.04,13.04,13.04,498,4
20200102,APTS,13:59,13.03,13.03,13.03,13.03,13.03,1197,8
20200102,APTS,14:01,13.03,13.03,13.03,13.03,13.03,100,1
20200102,APTS,14:04,13.0250,13.0250,13.02,13.02,13.0225,200,2
20200102,APTS,14:05,13.03,13.03,13.03,13.03,13.03,1000,4
20200102,APTS,14:12,13.0350,13.04,13.0350,13.04,13.03885,1300,5
20200102,APTS,14:13,13.04,13.04,13.04,13.04,13.04,1490,9
20200102,APTS,14:17,13.03,13.03,13.02,13.02,13.02357,1137,6
20200102,APTS,14:18,13.02,13.02,13.02,13.02,13.02,100,1
20200102,APTS,14:20,13.02,13.02,13.02,13.02,13.02,202,2
20200102,APTS,14:27,13.01,13.01,13.01,13.01,13.01,100,1
20200102,APTS,14:28,13.01,13.01,13.01,13.01,13.01,595,5
20200102,APTS,14:29,13.01,13.02,13.01,13.02,13.015,400,4
20200102,APTS,14:33,13.02,13.02,13.02,13.02,13.02,400,2
20200102,APTS,14:34,13.02,13.02,13.02,13.02,13.02,100,1
